record_id,farmer_id,crop,state,lga,harvest_date,season,quantity_harvested_kg,post_harvest_loss_pct,quantity_sold_kg,farm_gate_price_per_kg,market_price_per_kg,gross_revenue_ngn,transport_mode,transport_cost_ngn,destination_market,days_to_market,storage_type,fertilizer_used,irrigation_used,cooperative_member
AGR-615790,FRM-09056,Tomato,Kaduna,Wrightborough,12/3/2022,Dry Season,2722.69,15.7,2295.23,741.9,1486.78,3412502.06,Boat,40700,Oyingbo,9,None,No,Yes,No
AGR-615791,FRM-07504,Maize,Plateau,East Leslie,9/26/2022,Dry Season,5054.55,32.5,3411.82,284.87,722.42,2464767,Truck,41600,Eke Awka,8,Warehouse,Yes,Yes,No
AGR-615792,FRM-00574,Cowpea,Benue,Kathleenmouth,1/21/2023,Off-Season,45286.17,26.2,33421.19,246.25,515.56,17230628.72,Truck,19900,Mile 12,7,Open Air,Yes,No,No
AGR-615793,FRM-05088,Cowpea,Plateau,South David,11/21/2022,Dry Season,21961.81,28.3,15746.62,1987.26,4807.7,75705024.97,Boat,20600,Gbagi Market,8,Open Air,No,No,No
AGR-615794,FRM-09907,Yam,Zamfara,Alisonfurt,12/21/2021,Off-Season,5214.6,28.7,3718.01,539.5,1417.43,5270018.91,Truck,42400,Eke Awka,19,Silo,No,Yes,No
AGR-615795,FRM-05270,Rice,Oyo,Paulafort,9/27/2023,Dry Season,27355.52,16.5,22841.86,1982.54,3810.62,87041648.55,Boat,13500,Oyingbo,8,Warehouse,Yes,No,No
AGR-615796,FRM-09050,Groundnut,Benue,Pughmouth,10/18/2023,Dry Season,40799.49,17.4,33700.38,443.76,664.37,22389521.46,Rail,8200,Mile 12,3,Open Air,No,Yes,Yes
AGR-615797,FRM-06478,Pepper,Cross River,Thompsonchester,10/22/2023,Dry Season,23043.97,2.5,22467.87,1332.54,2958.66,66474788.25,Rail,11400,Eke Awka,12,Silo,Yes,Yes,Yes
AGR-615798,FRM-07467,Cassava,Imo,New Savannah,12/8/2023,Off-Season,33400.78,8.9,30428.11,277.32,738.47,22470246.39,Van,16600,Mile 12,4,Cold Storage,No,No,Yes
AGR-615799,FRM-00253,Yam,Plateau,East Timothyberg,8/20/2021,Dry Season,48786.53,31.5,33418.77,1386.94,2966.4,99133439.33,Van,30400,Mile 12,6,Warehouse,Yes,No,No
AGR-615800,FRM-01804,Wheat,Imo,South Kristy,8/18/2021,Dry Season,2941.39,3.1,2850.21,1115.09,3089.81,8806607.36,Motorcycle,25400,Mile 12,18,Open Air,Yes,No,No
AGR-615801,FRM-05597,Cowpea,Imo,New Vickiland,7/5/2021,Off-Season,44712.38,11.7,39481.03,813.59,2357.32,93069421.64,Van,38300,Wuse Market,16,Silo,Yes,No,No
AGR-615802,FRM-00219,Plantain,Oyo,Mercerfurt,3/30/2022,Wet Season,49393.87,22.8,38132.07,1048.07,1397.15,53276221.6,Rail,37500,Mile 12,15,Cold Storage,No,Yes,No
AGR-615803,FRM-05673,Tomato,Imo,South Victorialand,4/8/2021,Dry Season,14098.69,12.7,12308.16,980.36,2672.94,32898973.19,Boat,12100,Eke Awka,2,Open Air,Yes,No,No
AGR-615804,FRM-00505,Maize,Benue,New Kristiville,1/15/2023,Off-Season,21304.2,13.6,18406.83,1804.99,5313.45,97803770.86,Rail,20300,Kantin Kwari,20,Open Air,Yes,Yes,No
AGR-615805,FRM-09448,Soybean,Kaduna,Port Jamesside,4/27/2023,Dry Season,37697.46,15.6,31816.66,1971.82,3287.55,104598860.6,Motorcycle,22600,Wuse Market,8,Warehouse,No,Yes,Yes
AGR-615806,FRM-00035,Plantain,Cross River,Bradleyville,2/15/2023,Off-Season,2205.79,5.7,2080.06,866.92,2063.22,4291621.39,Truck,43000,Eke Awka,7,Warehouse,No,Yes,Yes
AGR-615807,FRM-06483,Soybean,Niger,Hamptonfort,11/27/2021,Dry Season,33276.98,5.3,31513.3,679.02,1769.67,55768141.61,Van,45800,Oja Oba,15,Silo,No,Yes,No
AGR-615808,FRM-02510,Rice,Kaduna,Amberville,5/2/2022,Dry Season,12732.3,18.6,10364.09,1501.17,4189.38,43419111.36,Boat,29100,Eke Awka,4,Cold Storage,Yes,Yes,Yes
AGR-615809,FRM-07765,Maize,Oyo,North Brittany,7/18/2022,Wet Season,32860.77,18,26945.83,1552.64,2892.41,77938388.15,Motorcycle,47100,Wuse Market,4,Open Air,Yes,No,No
AGR-615810,FRM-07115,Tomato,Plateau,Parrishview,6/20/2022,Wet Season,5758.05,13.7,4969.2,1792.64,4921.43,24455569.96,Rail,19200,Wuse Market,6,None,No,Yes,No
AGR-615811,FRM-00473,Pepper,Kano,Lake Kathrynburgh,8/12/2023,Dry Season,43909.26,15,37322.87,1365.4,2747.07,102528536.5,Motorcycle,45200,Mile 12,15,Cold Storage,No,Yes,Yes
AGR-615812,FRM-04992,Sorghum,Niger,Paigeside,1/30/2021,Dry Season,38523.4,6.1,36173.47,964.21,1459.6,52798796.81,Rail,4500,Oja Oba,5,None,Yes,Yes,No
AGR-615813,FRM-03060,Cassava,Benue,Williamsbury,5/13/2023,Dry Season,49784.53,17.7,40972.67,1698.94,4944.33,202582401.5,Boat,9600,Mile 12,19,Silo,Yes,No,No
AGR-615814,FRM-02252,Soybean,Imo,East Morganville,3/12/2023,Off-Season,37584.76,13.1,32661.16,928.06,1682.54,54953708.15,Van,30300,Gbagi Market,3,Silo,No,Yes,No
AGR-615815,FRM-08582,Maize,Benue,North Tanyafort,4/16/2022,Dry Season,43462.05,10.7,38811.61,1907.14,3414.65,132528064.1,Boat,46800,Eke Awka,17,Cold Storage,Yes,Yes,No
AGR-615816,FRM-05551,Tomato,Cross River,South Cynthia,1/3/2022,Wet Season,45994.41,4.3,44016.65,1602.98,3444.27,151605227.1,Boat,39200,Gbagi Market,7,Silo,Yes,Yes,No
AGR-615817,FRM-09535,Wheat,Plateau,Port Jasmineport,9/18/2021,Off-Season,18230.18,33.8,12068.38,1097.92,2296.29,27712500.31,Van,28100,Gbagi Market,2,Warehouse,Yes,No,Yes
AGR-615818,FRM-08705,Pepper,Ogun,South Matthew,6/26/2023,Wet Season,35723.36,11.2,31722.34,1610.03,3667.1,116328993,Rail,31900,Dawanau Market,6,Warehouse,Yes,Yes,No
AGR-615819,FRM-00048,Soybean,Borno,Transide,11/8/2022,Wet Season,23561.63,11.4,20875.6,1632.18,3525.83,73603816.75,Boat,49700,Eke Awka,5,None,No,No,Yes
AGR-615820,FRM-04412,Cowpea,Ogun,New Jacqueline,8/3/2021,Wet Season,16287.29,32.8,10945.06,1747.88,3196.46,34985446.49,Boat,16100,Gbagi Market,14,Open Air,Yes,No,No
AGR-615821,FRM-09158,Yam,Kaduna,South Kendra,3/22/2021,Dry Season,10776.79,10.3,9666.78,80.09,213.42,2063084.19,Van,23600,Kantin Kwari,7,Warehouse,Yes,Yes,Yes
AGR-615822,FRM-09719,Wheat,Niger,New Joseph,5/16/2023,Wet Season,35321.07,33,23665.12,549.51,821.04,19430010.12,Rail,42600,Eke Awka,11,Cold Storage,No,No,No
AGR-615823,FRM-00712,Sorghum,Niger,East Heather,4/12/2021,Dry Season,24773.66,8.9,22568.8,426.11,1256.48,28357245.82,Truck,41200,Mile 12,10,Open Air,Yes,Yes,No
AGR-615824,FRM-06389,Plantain,Benue,Ellenville,6/12/2023,Dry Season,36824.59,5.7,34725.59,1137.32,2126.56,73846050.67,Boat,29800,Wuse Market,9,Cold Storage,Yes,No,Yes
AGR-615825,FRM-04904,Wheat,Cross River,East Kylebury,7/8/2021,Off-Season,49245.57,25.1,36884.93,872.49,1523.09,56179068.03,Van,19500,Kantin Kwari,20,Silo,Yes,No,Yes
AGR-615826,FRM-04158,Cassava,Plateau,Seantown,5/24/2022,Wet Season,14357.61,11.5,12706.48,1663.82,2169.19,27562769.35,Van,28600,Gbagi Market,18,Cold Storage,Yes,Yes,No
AGR-615827,FRM-05534,Soybean,Kaduna,Annetown,2/26/2022,Off-Season,8243.67,10.1,7411.06,1002.65,1328.14,9842925.23,Van,21200,Kantin Kwari,13,Cold Storage,Yes,No,No
AGR-615828,FRM-03743,Plantain,Cross River,Matthewhaven,11/14/2021,Dry Season,15310.55,34.6,10013.1,582.27,947.98,9492218.54,Rail,10400,Eke Awka,8,Warehouse,No,Yes,No
AGR-615829,FRM-02895,Plantain,Benue,New Douglasmouth,2/8/2021,Wet Season,1986.71,33.6,1319.18,780.27,1326,1749232.68,Boat,14600,Gbagi Market,12,Cold Storage,Yes,Yes,Yes
AGR-615830,FRM-01317,Cassava,Niger,Pamelafurt,9/20/2022,Wet Season,13143.48,4.7,12525.74,557.94,835.81,10469138.75,Rail,10200,Wuse Market,17,Silo,No,No,Yes
AGR-615831,FRM-01616,Rice,Zamfara,Kellyfurt,12/30/2021,Off-Season,14266.5,11.8,12583.05,967.28,2541.04,31974033.37,Motorcycle,32600,Eke Awka,2,None,No,No,No
AGR-615832,FRM-07915,Plantain,Benue,Andersonville,8/18/2022,Dry Season,40608.85,12.7,35451.53,1263.04,3775.84,133859305,Rail,22500,Oja Oba,7,Cold Storage,Yes,Yes,No
AGR-615833,FRM-09949,Sorghum,Imo,New Georgefurt,10/11/2022,Wet Season,17578.63,24,13359.76,1801.11,2405.92,32142513.78,Rail,19500,Wuse Market,20,Silo,Yes,No,No
AGR-615834,FRM-00527,Plantain,Imo,Moniquestad,1/29/2023,Off-Season,5369.38,21,4241.81,296.77,436.95,1853458.88,Boat,16600,Wuse Market,18,Warehouse,No,Yes,Yes
AGR-615835,FRM-07264,Maize,Cross River,Kevinport,8/7/2023,Wet Season,46646.67,28.8,33212.43,182.45,382.8,12713718.2,Truck,15900,Dawanau Market,10,Open Air,Yes,Yes,No
AGR-615836,FRM-02065,Yam,Cross River,Andrewchester,2/12/2021,Off-Season,10783.79,18.6,8778.01,361.9,1032.68,9064875.37,Boat,33400,Eke Awka,21,Warehouse,Yes,Yes,No
AGR-615837,FRM-03042,Rice,Zamfara,Danielstad,10/7/2022,Off-Season,9164.51,34.5,6002.75,332.73,621.24,3729148.41,Boat,19300,Kantin Kwari,5,None,Yes,Yes,No
AGR-615838,FRM-07111,Wheat,Kano,Johnsonbury,12/4/2023,Wet Season,10071.05,6.9,9376.15,1823.44,5394.98,50584141.73,Boat,37400,Gbagi Market,10,None,No,No,Yes
AGR-615839,FRM-07593,Rice,Anambra,Fosterview,8/10/2023,Dry Season,35279.27,18.1,28893.72,1243.49,3264.77,94331350.24,Motorcycle,38600,Wuse Market,6,Warehouse,No,No,No
AGR-615840,FRM-01081,Cowpea,Imo,Colefurt,8/16/2023,Wet Season,3345.05,30.5,2324.81,596.16,993.23,2309071.04,Van,18000,Dawanau Market,8,Silo,No,Yes,Yes
AGR-615841,FRM-04629,Cowpea,Zamfara,East Caitlinport,1/1/2022,Off-Season,12786.2,22.9,9858.16,229.88,439.52,4332858.48,Rail,21100,Gbagi Market,17,Open Air,Yes,No,Yes
AGR-615842,FRM-04101,Wheat,Ogun,New Kathleen,2/7/2023,Wet Season,3380.17,14.1,2903.57,1394.33,2901.56,8424882.57,Truck,16000,Eke Awka,16,None,Yes,Yes,No
AGR-615843,FRM-04283,Wheat,Niger,North Rogerfort,6/15/2023,Wet Season,42830.3,25.6,31865.74,907.47,2157.63,68754476.6,Motorcycle,3200,Kantin Kwari,8,Silo,No,Yes,No
AGR-615844,FRM-06699,Yam,Cross River,Masonmouth,8/30/2023,Dry Season,18039.84,20.3,14377.75,167.35,311.3,4475793.58,Truck,11000,Eke Awka,12,Open Air,No,No,No
AGR-615845,FRM-01830,Cowpea,Niger,East Angela,10/4/2022,Dry Season,41204.21,12.6,36012.48,1788.06,2482.29,89393418.98,Motorcycle,27500,Mile 12,20,Silo,No,Yes,Yes
AGR-615846,FRM-03365,Tomato,Ogun,North Kayla,9/2/2022,Off-Season,22099.1,10.8,19712.4,1021.07,1352.18,26654713.03,Boat,37900,Oja Oba,16,Silo,Yes,No,Yes
AGR-615847,FRM-02950,Sorghum,Borno,East Bianca,9/14/2022,Wet Season,23491.9,27.3,17078.61,1262.49,2492.75,42572705.08,Motorcycle,48500,Dawanau Market,7,Open Air,Yes,Yes,Yes
AGR-615848,FRM-03223,Groundnut,Anambra,North Garrettview,3/9/2021,Wet Season,16867.22,29.2,11941.99,863.24,2543.92,30379467.2,Rail,22800,Wuse Market,8,Cold Storage,No,Yes,No
AGR-615849,FRM-04355,Plantain,Oyo,Elizabethton,1/31/2021,Off-Season,1409.46,2.3,1377.04,618.96,1338.65,1843374.6,Rail,15300,Gbagi Market,16,Open Air,Yes,No,No
AGR-615850,FRM-03936,Soybean,Anambra,South Zacharybury,1/29/2023,Wet Season,8840.54,29.7,6214.9,1400.22,1938.86,12049821.01,Motorcycle,14500,Oyingbo,21,None,No,No,Yes
AGR-615851,FRM-00131,Cowpea,Zamfara,Amandamouth,12/3/2022,Wet Season,13923.64,13.7,12016.1,462.43,1322.6,15892493.86,Rail,13900,Kantin Kwari,7,Warehouse,Yes,Yes,Yes
AGR-615852,FRM-01923,Pepper,Imo,Littleberg,11/16/2023,Off-Season,28023.08,6.9,26089.49,304.91,485.76,12673230.66,Van,26100,Mile 12,21,Open Air,No,Yes,Yes
AGR-615853,FRM-09375,Groundnut,Kano,Cookport,5/27/2021,Wet Season,12553.26,27.6,9088.56,871.4,2359.45,21444002.89,Rail,34600,Dawanau Market,1,Cold Storage,No,No,Yes
AGR-615854,FRM-07609,Groundnut,Kano,Herreraside,2/5/2023,Wet Season,6086.65,13.3,5277.13,1027.97,2661.37,14044395.47,Rail,23700,Dawanau Market,13,Cold Storage,No,No,No
AGR-615855,FRM-04068,Soybean,Kano,Bobbyville,6/22/2022,Dry Season,11380.6,2.5,11096.09,1692.58,3778.71,41928906.24,Truck,3500,Dawanau Market,3,Cold Storage,Yes,No,Yes
AGR-615856,FRM-06982,Cassava,Kaduna,South Rodneyton,7/1/2023,Off-Season,46116.54,28.3,33065.56,1976.95,3120.41,103178104.1,Truck,35800,Gbagi Market,2,Warehouse,Yes,Yes,Yes
AGR-615857,FRM-01962,Wheat,Kano,Martinezport,6/5/2021,Off-Season,21614.54,10,19453.09,518.11,1343.91,26143202.18,Boat,42700,Mile 12,19,Open Air,No,Yes,No
AGR-615858,FRM-06421,Cassava,Zamfara,Lake Ryanport,11/1/2021,Dry Season,29211.09,24.4,22083.58,491.01,1187.92,26233526.35,Van,42100,Dawanau Market,19,Warehouse,Yes,No,No
AGR-615859,FRM-06388,Tomato,Kano,New Yolanda,1/26/2021,Wet Season,3704.54,6.9,3448.93,1952.38,5490.5,18936350.16,Van,43900,Dawanau Market,3,Warehouse,No,Yes,No
AGR-615860,FRM-06721,Yam,Niger,Garciaview,2/17/2021,Wet Season,11990.09,9.4,10863.02,499.76,928.54,10086748.59,Motorcycle,17100,Gbagi Market,3,None,No,No,No
AGR-615861,FRM-03510,Yam,Kano,Lake Christopher,12/28/2021,Off-Season,25248.33,12.2,22168.03,770.69,1904.46,42218126.41,Van,48300,Kantin Kwari,4,Silo,Yes,No,No
AGR-615862,FRM-08631,Wheat,Kaduna,North Brenda,11/15/2021,Wet Season,7568.89,4.2,7251,1474.47,3253.27,23589460.77,Boat,6100,Mile 12,6,Cold Storage,Yes,Yes,No
AGR-615863,FRM-05926,Pepper,Benue,Melindaside,5/26/2023,Dry Season,34763.75,2.3,33964.18,1156.17,3377.34,114708583.7,Rail,16500,Mile 12,7,Cold Storage,No,No,No
AGR-615864,FRM-04980,Yam,Niger,East Christinatown,3/6/2023,Wet Season,23900.44,29.6,16825.91,1037.29,1733.51,29167883.24,Boat,2800,Dawanau Market,16,None,No,Yes,Yes
AGR-615865,FRM-09751,Cassava,Borno,South Jenniferborough,12/5/2023,Off-Season,41293.07,19.4,33282.21,1663.17,3536.79,117712187.5,Motorcycle,47100,Wuse Market,10,Cold Storage,No,Yes,Yes
AGR-615866,FRM-09841,Rice,Plateau,Joshuaview,12/7/2023,Off-Season,29318.47,28.7,20904.07,195.41,557.61,11656318.47,Truck,26000,Wuse Market,11,Silo,No,No,No
AGR-615867,FRM-02194,Maize,Anambra,Lake Yvettebury,2/18/2022,Dry Season,23409.44,11.4,20740.76,851.12,1380.59,28634485.85,Boat,4300,Eke Awka,2,Cold Storage,Yes,No,Yes
AGR-615868,FRM-06403,Yam,Oyo,Port Tammiefort,5/14/2022,Dry Season,21197.46,11.7,18717.36,1232.32,3501.76,65543702.55,Rail,6800,Oyingbo,5,Cold Storage,Yes,No,Yes
AGR-615869,FRM-06337,Tomato,Anambra,East Thomas,6/27/2022,Dry Season,30752.78,25.6,22880.07,1840.97,3077.85,70421423.45,Van,10900,Wuse Market,5,Silo,Yes,Yes,Yes
AGR-615870,FRM-00747,Soybean,Ogun,Port Seanhaven,12/19/2023,Off-Season,16712.26,21.5,13119.12,641.24,1080.78,14178882.51,Van,8300,Mile 12,20,Silo,No,No,Yes
AGR-615871,FRM-00268,Tomato,Imo,Evansstad,9/27/2022,Off-Season,20096.27,10.8,17925.87,543.35,1421.84,25487719,Truck,1000,Kantin Kwari,10,Open Air,Yes,Yes,No
AGR-615872,FRM-09742,Groundnut,Plateau,Brianview,1/2/2021,Dry Season,15700.89,33,10519.6,1509.22,2739.69,28820442.92,Truck,19500,Wuse Market,13,Open Air,No,Yes,Yes
AGR-615873,FRM-02336,Tomato,Ogun,Lake Markville,3/19/2022,Dry Season,22405.22,7.3,20769.64,949.84,1964.51,40802165.48,Boat,22800,Gbagi Market,10,Open Air,No,No,Yes
AGR-615874,FRM-05852,Cassava,Imo,South Amberfort,7/30/2021,Wet Season,18042.78,14.3,15462.66,425.6,1195.2,18480971.23,Motorcycle,16200,Kantin Kwari,20,Warehouse,Yes,Yes,Yes
AGR-615875,FRM-09698,Groundnut,Zamfara,Port Ethan,8/19/2021,Off-Season,34678.02,28.4,24829.46,1453,2113.17,52468869.99,Truck,41000,Oja Oba,12,None,No,Yes,No
AGR-615876,FRM-09147,Plantain,Niger,Lake Kyle,3/1/2022,Dry Season,13108.5,27.5,9503.66,1244.01,2114.89,20099195.5,Truck,16700,Dawanau Market,4,Open Air,Yes,Yes,Yes
AGR-615877,FRM-06127,Maize,Kaduna,South Amandashire,12/2/2021,Off-Season,34984.59,25.4,26098.5,456.94,853,22262020.5,Boat,1000,Gbagi Market,9,Open Air,Yes,No,Yes
AGR-615878,FRM-09025,Groundnut,Zamfara,Moorefurt,2/18/2023,Wet Season,25608.8,10.9,22817.44,1337.51,3854.31,87945487.17,Rail,4900,Mile 12,7,Open Air,Yes,No,Yes
AGR-615879,FRM-00525,Maize,Kano,Harringtonfurt,1/3/2021,Off-Season,6136.57,29.4,4332.42,1843.65,4663.92,20206060.29,Truck,33300,Dawanau Market,11,Open Air,Yes,Yes,No
AGR-615880,FRM-07511,Cassava,Zamfara,Sarafurt,9/15/2023,Off-Season,17439.87,12.6,15242.45,740.74,1470.48,22413717.88,Truck,31800,Mile 12,16,Cold Storage,Yes,No,Yes
AGR-615881,FRM-00066,Yam,Zamfara,Port Misty,3/15/2021,Wet Season,34547.19,18.7,28086.87,1207.02,3266.29,91739862.61,Motorcycle,48000,Oja Oba,1,Cold Storage,No,No,Yes
AGR-615882,FRM-09146,Tomato,Kaduna,Morenoborough,7/19/2023,Dry Season,30099.96,17.1,24952.87,697.17,1438,35882227.06,Motorcycle,28900,Wuse Market,16,Cold Storage,No,Yes,No
AGR-615883,FRM-08946,Groundnut,Imo,South Richard,12/17/2023,Dry Season,45429.8,13.9,39115.06,583.91,1041.86,40752416.41,Rail,2100,Kantin Kwari,15,Open Air,No,No,No
AGR-615884,FRM-00275,Plantain,Oyo,Lake Miguel,4/9/2023,Wet Season,13854.99,11.9,12206.25,249.02,385.73,4708316.81,Truck,20700,Gbagi Market,9,None,No,Yes,Yes
AGR-615885,FRM-08046,Soybean,Ogun,New Elizabeth,8/4/2021,Off-Season,19505.88,30.2,13615.1,311.7,414.35,5641416.69,Rail,48200,Mile 12,17,Open Air,Yes,Yes,No
AGR-615886,FRM-05918,Soybean,Kaduna,East Eric,11/3/2023,Off-Season,36424.13,13.6,31470.45,713.72,1695.93,53371680.27,Truck,41500,Oja Oba,13,Cold Storage,Yes,Yes,Yes
AGR-615887,FRM-00879,Wheat,Cross River,New Elizabeth,3/1/2021,Wet Season,41184.04,22.5,31917.63,1229.71,1940.78,61945097.95,Motorcycle,13600,Dawanau Market,15,Cold Storage,No,No,No
AGR-615888,FRM-01704,Tomato,Borno,Martinview,3/3/2021,Off-Season,33661.97,11.7,29723.52,730.11,1450.21,43105345.94,Truck,28100,Wuse Market,6,Cold Storage,No,Yes,No
AGR-615889,FRM-03322,Wheat,Kaduna,West Andrewview,3/12/2021,Dry Season,14633.62,30.3,10199.63,551.25,846.47,8633680.81,Motorcycle,2700,Dawanau Market,9,Cold Storage,No,Yes,Yes
AGR-615890,FRM-01775,Groundnut,Benue,Elizabethhaven,12/13/2022,Dry Season,31288.32,25,23466.24,1182.78,3345.31,78501847.33,Boat,23200,Dawanau Market,9,Warehouse,No,Yes,Yes
AGR-615891,FRM-08560,Pepper,Anambra,West Randall,9/25/2023,Wet Season,21438.49,11.7,18930.19,1615.85,4774.83,90388439.12,Rail,44600,Mile 12,21,Open Air,No,Yes,Yes
AGR-615892,FRM-00723,Cassava,Niger,Dennisberg,10/31/2022,Wet Season,16246.51,29.1,11518.78,272.25,407.37,4692405.41,Motorcycle,37000,Oyingbo,21,Silo,No,Yes,Yes
AGR-615893,FRM-08224,Sorghum,Zamfara,South William,2/6/2023,Dry Season,26159.61,6.2,24537.71,1110.1,1766.94,43356661.31,Motorcycle,2600,Wuse Market,10,Warehouse,No,Yes,Yes
AGR-615894,FRM-05410,Pepper,Oyo,South Jillian,1/13/2023,Dry Season,3571.99,31.8,2436.1,146.9,219.1,533749.51,Motorcycle,18200,Dawanau Market,7,Silo,Yes,No,Yes
AGR-615895,FRM-03464,Pepper,Cross River,Lindsayborough,12/25/2023,Dry Season,31434.45,15.6,26530.68,844.86,1245.69,33049002.77,Van,21600,Kantin Kwari,21,Cold Storage,Yes,No,Yes
AGR-615896,FRM-03192,Plantain,Niger,Simsport,2/24/2023,Off-Season,46514.88,33.6,30885.88,1897.17,4025.55,124332654.2,Motorcycle,11100,Oyingbo,5,Open Air,Yes,Yes,Yes
AGR-615897,FRM-07915,Plantain,Borno,North Pamela,5/2/2021,Off-Season,33023.22,10.6,29522.76,913.63,1244.01,36726608.67,Boat,13600,Kantin Kwari,14,Cold Storage,No,Yes,Yes
AGR-615898,FRM-03974,Rice,Zamfara,East Cassie,10/21/2021,Dry Season,9827.64,5,9336.26,210.66,311.22,2905630.84,Motorcycle,10700,Oja Oba,14,Warehouse,Yes,Yes,No
AGR-615899,FRM-03093,Yam,Anambra,East Susanmouth,8/25/2022,Wet Season,48731.22,13.4,42201.24,428.68,1284.79,54219731.14,Motorcycle,40200,Wuse Market,5,Silo,No,Yes,No
AGR-615900,FRM-08996,Tomato,Borno,West Mary,8/12/2022,Dry Season,34572.09,14.2,29662.85,945.57,2412.29,71555396.43,Motorcycle,16500,Oja Oba,11,Silo,No,Yes,No
AGR-615901,FRM-08130,Soybean,Ogun,Garnerbury,5/14/2021,Off-Season,14727.59,27.1,10736.41,845.43,1118.12,12004594.75,Van,8000,Oyingbo,14,Silo,Yes,Yes,Yes
AGR-615902,FRM-02438,Wheat,Kano,East Rickeyville,5/8/2022,Wet Season,22747.76,12.1,19995.28,676.19,2008.19,40154321.34,Van,39500,Dawanau Market,2,Open Air,No,Yes,No
AGR-615903,FRM-00746,Yam,Plateau,South Joshuamouth,6/23/2021,Wet Season,16993.35,25,12745.01,1599.38,4009.11,51096147.04,Boat,45300,Oja Oba,15,Open Air,No,Yes,Yes
AGR-615904,FRM-04688,Cowpea,Kaduna,Jamestown,7/16/2022,Wet Season,9609.79,24.6,7245.78,311.61,641.55,4648530.16,Boat,39300,Mile 12,6,Open Air,No,Yes,No
AGR-615905,FRM-07674,Groundnut,Cross River,Christopherbury,10/12/2021,Wet Season,33750.91,18.5,27506.99,58.13,132.27,3638349.57,Boat,29900,Dawanau Market,8,None,Yes,No,No
AGR-615906,FRM-03218,Sorghum,Niger,North Matthew,11/22/2023,Dry Season,11120.01,8.5,10174.81,550.41,1263.18,12852616.5,Truck,26600,Gbagi Market,14,Silo,Yes,No,Yes
AGR-615907,FRM-00602,Soybean,Ogun,Fergusonview,10/13/2022,Wet Season,39671.04,29.9,27809.4,1761.81,2763.57,76853223.56,Rail,46300,Wuse Market,13,Open Air,Yes,Yes,No
AGR-615908,FRM-04909,Tomato,Oyo,South Samantha,12/18/2023,Wet Season,43204.24,34.9,28125.96,1401.55,3734.51,105036678.9,Boat,17000,Mile 12,14,Open Air,No,No,No
AGR-615909,FRM-01845,Maize,Benue,North Nicolas,7/29/2023,Wet Season,41495.53,11.1,36889.53,1515.05,2711.32,100019320.5,Rail,34700,Eke Awka,4,Open Air,No,No,Yes
AGR-615910,FRM-01600,Tomato,Niger,Kellymouth,8/18/2021,Wet Season,15701.53,12,13817.35,335.48,568.02,7848531.15,Rail,34600,Mile 12,3,Open Air,Yes,No,Yes
AGR-615911,FRM-06591,Wheat,Borno,South Tracyberg,9/19/2022,Dry Season,47143.09,27,34414.46,496.72,1453.84,50033118.53,Rail,9700,Gbagi Market,19,Silo,No,No,No
AGR-615912,FRM-00682,Maize,Plateau,Lake Williamtown,12/31/2022,Off-Season,18812.77,11.7,16611.68,248.83,412.86,6858298.2,Rail,16700,Oja Oba,16,Silo,No,Yes,No
AGR-615913,FRM-07472,Maize,Plateau,Lake Michael,6/11/2023,Dry Season,28677.91,6.3,26871.2,1492.28,3955.63,106292524.9,Truck,3400,Gbagi Market,9,Warehouse,No,Yes,Yes
AGR-615914,FRM-01893,Groundnut,Ogun,North Richard,9/24/2022,Dry Season,4775.63,19.4,3849.16,1275.73,3354.24,12911006.44,Motorcycle,2400,Kantin Kwari,2,Warehouse,Yes,No,Yes
AGR-615915,FRM-05929,Pepper,Ogun,Susanton,7/31/2021,Off-Season,14376.4,24.7,10825.43,71.12,195.65,2117995.38,Rail,48100,Eke Awka,2,Cold Storage,Yes,No,No
AGR-615916,FRM-03778,Cassava,Zamfara,West Adamchester,7/15/2023,Wet Season,14444.87,16.6,12047.02,1200.62,3432.58,41352359.91,Motorcycle,7100,Wuse Market,1,Cold Storage,Yes,No,No
AGR-615917,FRM-05033,Rice,Plateau,Lake Laura,3/13/2023,Wet Season,47320.73,22,36910.17,301.39,433.37,15995760.37,Truck,24100,Oja Oba,4,Cold Storage,No,Yes,No
AGR-615918,FRM-01480,Tomato,Zamfara,West Daltonview,8/14/2021,Wet Season,37346.05,14.9,31781.49,402.86,527.24,16756472.79,Boat,6900,Mile 12,14,None,Yes,No,Yes
AGR-615919,FRM-01266,Cassava,Kaduna,Howardport,10/18/2021,Wet Season,40233.32,16.3,33675.29,1048.31,1481.07,49875461.76,Rail,44700,Wuse Market,21,Open Air,No,No,Yes
AGR-615920,FRM-09692,Pepper,Niger,East Matthew,9/5/2021,Dry Season,17054.12,26.1,12602.99,65.77,119.8,1509838.2,Van,9100,Gbagi Market,9,None,No,No,No
AGR-615921,FRM-00961,Cowpea,Zamfara,West Tammy,3/15/2023,Off-Season,35927.44,23,27664.13,1167.68,3411.34,94371753.23,Van,45200,Gbagi Market,17,Warehouse,Yes,No,Yes
AGR-615922,FRM-01019,Pepper,Niger,North Jonathan,3/17/2022,Dry Season,11640.02,19.6,9358.58,1503.13,3293.84,30825665.15,Motorcycle,38900,Oja Oba,1,Warehouse,No,Yes,No
